Stop Name,latitude,longitude
Mandi mor,33.637154,73.035053
I/10 markaz,33.645976,73.036063
Makkah plaza,33.648404,73.040078
6 number stop,33.651108,73.044763
Sui Gas office,33.653052,73.048571
I/9 market,33.650894,73.044459
I/9 chowk,33.655931,73.054374
Wilson,33.655931,73.054374
I/9 Police Station,33.661202,73.063883
Numl,33.661202,73.063883
Peshawar mor,33.680022,73.051294
Chaman,33.680022,73.051294
Karachi company,33.690166,73.0306
