Stop Name,latitude,longitude
PIMS ,33.70536252884795, 73.0506062954996
PIMS GATE ,33.705840, 73.055355
G-7/G-8,33.697595, 73.062584
CDA,33.700732, 73.077761
ABPARA,33.705766, 73.087900
Foreign Office,33.712899, 73.101262
Lake view North,33.7230302941645, 73.13540695959207
Malpur North,33.729744, 73.144570
Shahdara Stop North,33.734781, 73.159255
Barakahu,33.73545711136281, 73.16536185943997
